curr_id,curr_title,n,prev_id,prev_title,type
563697,"""Master_Harold""...and_the_Boys",38,null,other-other,other
563697,"""Master_Harold""...and_the_Boys",32,3747865,Master_Harold_and_the_Boys,link
563697,"""Master_Harold""...and_the_Boys",92,null,other-bing,other
563697,"""Master_Harold""...and_the_Boys",165,692334,Athol_Fugard,link
563697,"""Master_Harold""...and_the_Boys",78,null,other-yahoo,other
null,"""Mothercare""_spider",20,3419979,Woodlouse_spider,redlink
16252712,"""N""_Is_for_Noose",14,null,other-empty,other
16252712,"""N""_Is_for_Noose",22,470006,Sue_Grafton,link
16252712,"""N""_Is_for_Noose",27,null,other-google,other
16252712,"""N""_Is_for_Noose",28,16252603,"""M""_Is_for_Malice",link
16252712,"""N""_Is_for_Noose",11,2301720,Kinsey_Millhone,link
5400322,"""No_Flashlight"":_Songs_of_the_Fulfilled_Night",31,null,other-empty,other
5400322,"""No_Flashlight"":_Songs_of_the_Fulfilled_Night",29,null,other-google,other
5400322,"""No_Flashlight"":_Songs_of_the_Fulfilled_Night",475,1367146,Mount_Eerie,link
5400322,"""No_Flashlight"":_Songs_of_the_Fulfilled_Night",64,13792594,Mount_Eerie_pts._6_&_7,link
5400322,"""No_Flashlight"":_Songs_of_the_Fulfilled_Night",12,5412817,Mount_Eerie_(album),link
5400322,"""No_Flashlight"":_Songs_of_the_Fulfilled_Night",14,1990114,Phil_Elvrum,link
11898394,"""No_Snow,_No_Show""_for_the_Eskimo",58,6626648,Masque_(The_Mission_album),link
11898394,"""No_Snow,_No_Show""_for_the_Eskimo",17,21221111,The_Mission_discography,other
11898394,"""No_Snow,_No_Show""_for_the_Eskimo",14,null,other-google,other
12565141,"""O""-Jung.Ban.Hap.",38,null,other-empty,other
12565141,"""O""-Jung.Ban.Hap.",79,7194112,TVXQ_albums_discography,link
12565141,"""O""-Jung.Ban.Hap.",25,36922845,TVXQ_filmography,link
12565141,"""O""-Jung.Ban.Hap.",333,2103628,TVXQ,link
12565141,"""O""-Jung.Ban.Hap.",10,44402525,TVXQ_singles_discography,link
12565141,"""O""-Jung.Ban.Hap.",26,10138105,Five_in_the_Black,link
12565141,"""O""-Jung.Ban.Hap.",38,44314654,Jung_Chanwoo,link
12565141,"""O""-Jung.Ban.Hap.",53,10138220,"Heart,_Mind_and_Soul_(TVXQ_album)",link
12565141,"""O""-Jung.Ban.Hap.",13,33482901,List_of_songs_recorded_by_TVXQ,link
12565141,"""O""-Jung.Ban.Hap.",168,null,other-google,other
12565141,"""O""-Jung.Ban.Hap.",11,null,other-wikipedia,other
28907601,"""Ode-to-Napoleon""_hexachord",12,null,other-other,other
28907601,"""Ode-to-Napoleon""_hexachord",11,378674,Luigi_Nono,link
28907601,"""Ode-to-Napoleon""_hexachord",82,null,other-google,other
null,"""One_Arm_Bill""_Wilson",13,25133882,Goodnight–Loving_Trail,redlink
16253383,"""P""_Is_for_Peril",39,null,other-google,other
16253383,"""P""_Is_for_Peril",30,16252757,"""O""_Is_for_Outlaw",link
16253383,"""P""_Is_for_Peril",11,16253409,"""Q""_Is_for_Quarry",link
16253383,"""P""_Is_for_Peril",27,470006,Sue_Grafton,link
16253383,"""P""_Is_for_Peril",72,null,other-empty,other
1362990,"""Pimpernel""_Smith",31,null,other-yahoo,other
1362990,"""Pimpernel""_Smith",44,83545,The_Scarlet_Pimpernel,link
1362990,"""Pimpernel""_Smith",48,null,other-bing,other
1362990,"""Pimpernel""_Smith",41,15580374,Main_Page,other
1362990,"""Pimpernel""_Smith",48,null,other-other,other
1362990,"""Pimpernel""_Smith",205,83538,Leslie_Howard_(actor),link
1362990,"""Pimpernel""_Smith",13,4331044,List_of_World_War_II_films,other
1362990,"""Pimpernel""_Smith",73,null,other-wikipedia,other
1362990,"""Pimpernel""_Smith",625,null,other-google,other
1362990,"""Pimpernel""_Smith",101,null,other-empty,other
1362990,"""Pimpernel""_Smith",26,2295388,Mary_Morris,link
1362990,"""Pimpernel""_Smith",17,2722166,Francis_L._Sullivan,link
1362990,"""Pimpernel""_Smith",18,609020,David_Tomlinson,link
1362990,"""Pimpernel""_Smith",11,8245402,BOAC_Flight_777,other
43720216,"""Pro_knigi""_(""About_books"")",32,null,other-wikipedia,other
45258416,"""Red_Terror""_Martyrs'_Memorial_Museum",59,8401830,Red_Terror_(Ethiopia),link
1478845,"""Repent,_Harlequin!""_Said_the_Ticktockman",11,15580374,Main_Page,other
1478845,"""Repent,_Harlequin!""_Said_the_Ticktockman",10,419269,Nebula_Award_for_Best_Short_Story,other
1478845,"""Repent,_Harlequin!""_Said_the_Ticktockman",86,2838416,Run-on_sentence,link
1478845,"""Repent,_Harlequin!""_Said_the_Ticktockman",27,null,other-bing,other
1478845,"""Repent,_Harlequin!""_Said_the_Ticktockman",40,null,other-other,other
1478845,"""Repent,_Harlequin!""_Said_the_Ticktockman",73,null,other-wikipedia,other
1478845,"""Repent,_Harlequin!""_Said_the_Ticktockman",974,null,other-google,other
1478845,"""Repent,_Harlequin!""_Said_the_Ticktockman",10,593138,"I_Have_No_Mouth,_and_I_Must_Scream",link
1478845,"""Repent,_Harlequin!""_Said_the_Ticktockman",24,2000840,List_of_joint_winners_of_the_Hugo_and_Nebula_awards,link
1478845,"""Repent,_Harlequin!""_Said_the_Ticktockman",320,13462,Harlan_Ellison,link
1478845,"""Repent,_Harlequin!""_Said_the_Ticktockman",228,38341,Harlequin,link
1478845,"""Repent,_Harlequin!""_Said_the_Ticktockman",271,29446866,In_Time,link
1478845,"""Repent,_Harlequin!""_Said_the_Ticktockman",21,151501,Jelly_bean,link
1478845,"""Repent,_Harlequin!""_Said_the_Ticktockman",21,418599,Hugo_Award_for_Best_Short_Story,link
1478845,"""Repent,_Harlequin!""_Said_the_Ticktockman",28,null,other-yahoo,other
1478845,"""Repent,_Harlequin!""_Said_the_Ticktockman",14,10472351,Paingod_and_Other_Delusions,link
1478845,"""Repent,_Harlequin!""_Said_the_Ticktockman",51,73257,V_for_Vendetta,link
1478845,"""Repent,_Harlequin!""_Said_the_Ticktockman",136,null,other-empty,other
16253763,"""S""_Is_for_Silence",33,16253457,"""R""_Is_for_Ricochet",link
16253763,"""S""_Is_for_Silence",27,null,other-google,other
16253763,"""S""_Is_for_Silence",21,470006,Sue_Grafton,link
2398711,"""Solidarity""_Szczecin–Goleniów_Airport",30,1187218,"Bergen_Airport,_Flesland",other
2398711,"""Solidarity""_Szczecin–Goleniów_Airport",39,636093,Warsaw_Chopin_Airport,link
2398711,"""Solidarity""_Szczecin–Goleniów_Airport",51,28456,Szczecin,link
2398711,"""Solidarity""_Szczecin–Goleniów_Airport",66,6135578,Szczecin_Airport,other
2398711,"""Solidarity""_Szczecin–Goleniów_Airport",21,164508,Liverpool_John_Lennon_Airport,other
2398711,"""Solidarity""_Szczecin–Goleniów_Airport",27,9688173,"Moss_Airport,_Rygge",other
2398711,"""Solidarity""_Szczecin–Goleniów_Airport",16,null,other-other,other
2398711,"""Solidarity""_Szczecin–Goleniów_Airport",59,null,other-wikipedia,other
2398711,"""Solidarity""_Szczecin–Goleniów_Airport",11,193169,Świnoujście,other
2398711,"""Solidarity""_Szczecin–Goleniów_Airport",174,null,other-google,other
2398711,"""Solidarity""_Szczecin–Goleniów_Airport",14,10999530,Eurolot,other
2398711,"""Solidarity""_Szczecin–Goleniów_Airport",12,293794,Dublin_Airport,other
2398711,"""Solidarity""_Szczecin–Goleniów_Airport",74,400401,List_of_airports_in_Poland,link
2398711,"""Solidarity""_Szczecin–Goleniów_Airport",55,null,other-empty,other
2398711,"""Solidarity""_Szczecin–Goleniów_Airport",10,2161284,Wrocław–Copernicus_Airport,link
2398711,"""Solidarity""_Szczecin–Goleniów_Airport",24,2716198,Rzeszów–Jasionka_Airport,link
2398711,"""Solidarity""_Szczecin–Goleniów_Airport",10,1272752,Ryanair_destinations,link
2398711,"""Solidarity""_Szczecin–Goleniów_Airport",16,206934,Luton_Airport,link
2641242,"""Still_Life""_(American_Concert_1981)",237,null,other-google,other
2641242,"""Still_Life""_(American_Concert_1981)",60,null,other-wikipedia,other
2641242,"""Still_Life""_(American_Concert_1981)",53,null,other-empty,other
2641242,"""Still_Life""_(American_Concert_1981)",19,31056,The_Rolling_Stones,link
2641242,"""Still_Life""_(American_Concert_1981)",13,8545280,The_Rolling_Stones_American_Tour_1981,other
2641242,"""Still_Life""_(American_Concert_1981)",402,1348046,The_Rolling_Stones_discography,link
2641242,"""Still_Life""_(American_Concert_1981)",11,1458754,"Take_the_""A""_Train",link
2641242,"""Still_Life""_(American_Concert_1981)",10,null,other-other,other
2641242,"""Still_Life""_(American_Concert_1981)",16,null,other-bing,other
2641242,"""Still_Life""_(American_Concert_1981)",18,2290650,Still_Life_(disambiguation),link
2641242,"""Still_Life""_(American_Concert_1981)",11,5254045,Time_Is_on_My_Side,link
2641242,"""Still_Life""_(American_Concert_1981)",152,2630454,Love_You_Live,link
2641242,"""Still_Life""_(American_Concert_1981)",26,8799796,Going_to_a_Go-Go_(song),link
2641242,"""Still_Life""_(American_Concert_1981)",54,2644231,Flashpoint_(album),link
2641242,"""Still_Life""_(American_Concert_1981)",22,14416996,Let's_Spend_the_Night_Together_(film),link
null,That_Man,14,24961418,Caro_Emerald,redlink
22499310,"""The_Above_Ground_Sound""_of_Jake_Holmes",112,4677458,Jake_Holmes,link
22499310,"""The_Above_Ground_Sound""_of_Jake_Holmes",11,null,other-empty,other
22499310,"""The_Above_Ground_Sound""_of_Jake_Holmes",32,null,other-google,other
22499310,"""The_Above_Ground_Sound""_of_Jake_Holmes",58,286821,Dazed_and_Confused_(song),link
null,"""The_Mills"",_Andrew_Wyeth_home_and_studio",12,1442421,"Chadds_Ford_Township,_Delaware_County,_Pennsylvania",redlink
null,"""Tinker_Dave""_Beaty",24,2804228,Champ_Ferguson,redlink
31466526,"""Unplugged""_Live",73,31466206,Nightmare:_The_Acoustic_M.S.G.,link
31466526,"""Unplugged""_Live",41,207953,Michael_Schenker,link
31466526,"""Unplugged""_Live",15,null,other-empty,other
31466526,"""Unplugged""_Live",69,5399286,McAuley_Schenker_Group,link
31466526,"""Unplugged""_Live",39,null,other-google,other
12571133,"""V""_Is_for_Vagina",223,null,other-google,other
12571133,"""V""_Is_for_Vagina",51,null,other-wikipedia,other
12571133,"""V""_Is_for_Vagina",14,9469360,Queen_B.,link
12571133,"""V""_Is_for_Vagina",1031,4619790,Puscifer,link
12571133,"""V""_Is_for_Vagina",22,null,other-other,other
12571133,"""V""_Is_for_Vagina",48,222217,Tim_Commerford,link
12571133,"""V""_Is_for_Vagina",32,147692,Tim_Alexander,link
12571133,"""V""_Is_for_Vagina",12,3145813,Alessandro_Cortini,other
12571133,"""V""_Is_for_Vagina",19,33622887,Conditions_of_My_Parole,link
12571133,"""V""_Is_for_Vagina",15,11861530,Jarboe,link
12571133,"""V""_Is_for_Vagina",103,13087996,Eddie_McClintock,other
12571133,"""V""_Is_for_Vagina",12,11981948,Gil_Sharone,other
12571133,"""V""_Is_for_Vagina",19,16079543,"""V""_Is_for_Viagra._The_Remixes",link
12571133,"""V""_Is_for_Vagina",26,25033979,"""C""_is_for_(Please_Insert_Sophomoric_Genitalia_Reference_HERE)",link
12571133,"""V""_Is_for_Vagina",11,269859,A_Perfect_Circle,other
12571133,"""V""_Is_for_Vagina",76,14098392,Don't_Shoot_the_Messenger,link
12571133,"""V""_Is_for_Vagina",11,782360,Lustmord,other
12571133,"""V""_Is_for_Vagina",23,15331615,Maynard_James_Keenan_discography,link
12571133,"""V""_Is_for_Vagina",320,920501,Maynard_James_Keenan,link
12571133,"""V""_Is_for_Vagina",94,null,other-empty,other
31438273,"""V""_Is_for_Vengeance",16,null,other-empty,other
31438273,"""V""_Is_for_Vengeance",12,39606873,"""W""_Is_for_Wasted",link
31438273,"""V""_Is_for_Vengeance",30,25577776,"""U""_Is_for_Undertow",link
31438273,"""V""_Is_for_Vengeance",59,470006,Sue_Grafton,link
31438273,"""V""_Is_for_Vengeance",76,null,other-google,other
31438273,"""V""_Is_for_Vengeance",20,2301720,Kinsey_Millhone,link
16079543,"""V""_Is_for_Viagra._The_Remixes",234,4619790,Puscifer,link
16079543,"""V""_Is_for_Viagra._The_Remixes",23,null,other-empty,other
16079543,"""V""_Is_for_Viagra._The_Remixes",175,12571133,"""V""_Is_for_Vagina",link
16079543,"""V""_Is_for_Viagra._The_Remixes",49,null,other-google,other
16079543,"""V""_Is_for_Viagra._The_Remixes",12,null,other-wikipedia,other
18938265,"""Weird_Al""_Yankovic",3683,null,other-wikipedia,other
18938265,"""Weird_Al""_Yankovic",38430,null,other-google,other
18938265,"""Weird_Al""_Yankovic",406,null,other-twitter,other
18938265,"""Weird_Al""_Yankovic",22,33525518,Noretta,link
18938265,"""Weird_Al""_Yankovic",10,26179,Ron_Popeil,link
18938265,"""Weird_Al""_Yankovic",16,2560896,Lump_(song),link
18938265,"""Weird_Al""_Yankovic",26,41681071,My_Little_Pony:_Friendship_Is_Magic_(season_5),link
18938265,"""Weird_Al""_Yankovic",28,1093963,Polka_Party!,link
18938265,"""Weird_Al""_Yankovic",52,1743090,Parody_music,link
18938265,"""Weird_Al""_Yankovic",12,897080,Nash_Metropolitan,link
18938265,"""Weird_Al""_Yankovic",16,21494,Nerd,link
18938265,"""Weird_Al""_Yankovic",16,1124279,Mmm_Mmm_Mmm_Mmm,link
18938265,"""Weird_Al""_Yankovic",16,26095723,Nothin'_on_You,link
18938265,"""Weird_Al""_Yankovic",17,34826435,Parody_in_popular_music,link
18938265,"""Weird_Al""_Yankovic",52,43397,Polka,link
18938265,"""Weird_Al""_Yankovic",18,39863336,Royals_(song),link
18938265,"""Weird_Al""_Yankovic",15,1706988,Mickey_(song),link
18938265,"""Weird_Al""_Yankovic",25,1237220,Patton_Oswalt,link
18938265,"""Weird_Al""_Yankovic",76,21985451,"Lynwood,_California",link
18938265,"""Weird_Al""_Yankovic",35,4711303,Ridin',link
18938265,"""Weird_Al""_Yankovic",59,41806370,Pinkie_Pride,link
18938265,"""Weird_Al""_Yankovic",1791,15580374,Main_Page,other
18938265,"""Weird_Al""_Yankovic",66,18960192,Parody,link
18938265,"""Weird_Al""_Yankovic",14,3070450,My_Sharona,link
18938265,"""Weird_Al""_Yankovic",13,26330755,Matt_L._Jones,other
18938265,"""Weird_Al""_Yankovic",37,1680148,Piano_Man_(song),link
18938265,"""Weird_Al""_Yankovic",140,667089,Poodle_Hat,link
18938265,"""Weird_Al""_Yankovic",16,1346791,Richard_Cheese,link
18938265,"""Weird_Al""_Yankovic",44,2366938,Oy_vey,link
18938265,"""Weird_Al""_Yankovic",38,1614455,Money_for_Nothing_(song),link
18938265,"""Weird_Al""_Yankovic",13,33054146,Sexy_and_I_Know_It,link
18938265,"""Weird_Al""_Yankovic",10,4072442,One_More_Minute,link
18938265,"""Weird_Al""_Yankovic",17,3307306,More_Than_Words,link
18938265,"""Weird_Al""_Yankovic",21,2271575,Lose_Yourself,link
18938265,"""Weird_Al""_Yankovic",28,569820,Losing_My_Religion,link
18938265,"""Weird_Al""_Yankovic",11,183389,Scott_Raynor,link
18938265,"""Weird_Al""_Yankovic",13,183860,National_Speech_and_Debate_Association,link
18938265,"""Weird_Al""_Yankovic",1180,43070100,Mandatory_Fun,link
18938265,"""Weird_Al""_Yankovic",56,11423454,Pretty_Fly_for_a_Rabbi,link
18938265,"""Weird_Al""_Yankovic",17,4070747,Ricky_(song),link
18938265,"""Weird_Al""_Yankovic",25,2102697,My_Bologna,link
18938265,"""Weird_Al""_Yankovic",11,33145323,Peter_Shukoff,other
18938265,"""Weird_Al""_Yankovic",23,288469,Novelty_song,link
18938265,"""Weird_Al""_Yankovic",21,10090978,"Peter_and_the_Wolf_(""Weird_Al""_Yankovic_&_Wendy_Carlos_album)",link
18938265,"""Weird_Al""_Yankovic",16,2051328,Pretty_Fly_(for_a_White_Guy),link
18938265,"""Weird_Al""_Yankovic",54,1982071,Lola_(song),link
18938265,"""Weird_Al""_Yankovic",112,177256,RCA_Records,link
18938265,"""Weird_Al""_Yankovic",15,30951,Tom_Lehrer,link
18938265,"""Weird_Al""_Yankovic",10,48110,Tonya_Harding,link
18938265,"""Weird_Al""_Yankovic",10,41599803,The_Hotwives_of_Orlando,link
18938265,"""Weird_Al""_Yankovic",91,43303551,Tacky_(song),link
18938265,"""Weird_Al""_Yankovic",10,3588232,We're_Not_Gonna_Take_It_(Twisted_Sister_song),link
18938265,"""Weird_Al""_Yankovic",36,24204138,"The_Essential_""Weird_Al""_Yankovic",link
18938265,"""Weird_Al""_Yankovic",38,26423707,Yugoslav_American,link
18938265,"""Weird_Al""_Yankovic",13,847078,Taxman,link
18938265,"""Weird_Al""_Yankovic",18,8567624,"Tim_and_Eric_Awesome_Show,_Great_Job!",link
18938265,"""Weird_Al""_Yankovic",11,14295471,Sussudio,other
18938265,"""Weird_Al""_Yankovic",10,37064351,The_Wrong_Ferarri,link
18938265,"""Weird_Al""_Yankovic",40,924771,The_Naked_Gun_2½:_The_Smell_of_Fear,link
18938265,"""Weird_Al""_Yankovic",34,10091063,Trapped_in_the_Drive-Thru,link
18938265,"""Weird_Al""_Yankovic",10,1412241,The_Late_Late_Show_with_Craig_Ferguson,other
18938265,"""Weird_Al""_Yankovic",18,6088238,The_Grim_Adventures_of_Billy_&_Mandy_(video_game),link
18938265,"""Weird_Al""_Yankovic",10,4110029,The_Night_Santa_Went_Crazy,link
18938265,"""Weird_Al""_Yankovic",57,113092,Twinkie,link
18938265,"""Weird_Al""_Yankovic",10,7051503,The_Drew_Carey_Show,link
18938265,"""Weird_Al""_Yankovic",11,19156218,Star_Wars_Kid,link
18938265,"""Weird_Al""_Yankovic",1580,null,other-bing,other
18938265,"""Weird_Al""_Yankovic",33,28367,Spam_(food),other
18938265,"""Weird_Al""_Yankovic",34,5578884,You're_Pitiful,link
18938265,"""Weird_Al""_Yankovic",20,1996695,You're_Beautiful,link
18938265,"""Weird_Al""_Yankovic",438,390867,UHF_(film),link
18938265,"""Weird_Al""_Yankovic",10,7894054,Wayne_Bergeron,link
18938265,"""Weird_Al""_Yankovic",21,59993,Smells_Like_Teen_Spirit,link
18938265,"""Weird_Al""_Yankovic",25,1708927,Weird,link
18938265,"""Weird_Al""_Yankovic",12,627511,Victoria_Jackson,link
18938265,"""Weird_Al""_Yankovic",12,2446828,Trinidad_Silva,link
18938265,"""Weird_Al""_Yankovic",15,38575277,Toby_Turner,other
18938265,"""Weird_Al""_Yankovic",19,194627,Straight_Outta_Compton,link
18938265,"""Weird_Al""_Yankovic",32,1331938,Three_Gays_of_the_Condo,link
18938265,"""Weird_Al""_Yankovic",11,189288,The_Adventures_of_Captain_Underpants,other
18938265,"""Weird_Al""_Yankovic",85,2315700,The_Saga_Begins,link
18938265,"""Weird_Al""_Yankovic",67,5043734,Wikipedia,link
18938265,"""Weird_Al""_Yankovic",46,13932969,That_'90s_Show,link
18938265,"""Weird_Al""_Yankovic",16,8109388,Tomorrow_(TV_series),link
18938265,"""Weird_Al""_Yankovic",11,5254612,Yo_Gabba_Gabba!,link
18938265,"""Weird_Al""_Yankovic",51,983849,Top_Secret!,link
18938265,"""Weird_Al""_Yankovic",257,6075882,White_&_Nerdy,link
18938265,"""Weird_Al""_Yankovic",232,6064795,Straight_Outta_Lynwood,link
18938265,"""Weird_Al""_Yankovic",17,1050549,Volcano_Entertainment,link
18938265,"""Weird_Al""_Yankovic",142,1314319,The_Weird_Al_Show,link
18938265,"""Weird_Al""_Yankovic",11,4109934,Spy_Hard_(song),link
18938265,"""Weird_Al""_Yankovic",241,44076048,Super_Bowl_XLIX_halftime_show,link
18938265,"""Weird_Al""_Yankovic",1369,null,other-other,other
18938265,"""Weird_Al""_Yankovic",33,null,other-facebook,other
18938265,"""Weird_Al""_Yankovic",94,681786,Bad_Hair_Day,link
18938265,"""Weird_Al""_Yankovic",15,693809,Chop_Suey!_(song),link
18938265,"""Weird_Al""_Yankovic",16,1779981,Chamillionaire,link
18938265,"""Weird_Al""_Yankovic",11,26534206,Comedy_Bang!_Bang!,link
18938265,"""Weird_Al""_Yankovic",11,3380816,Down_with_the_Sickness,link
18938265,"""Weird_Al""_Yankovic",213,36682042,Dollmaker_(comics),link
18938265,"""Weird_Al""_Yankovic",20,143435,Band_Aid_(band),other
18938265,"""Weird_Al""_Yankovic",31,157548,Allan_Sherman,link
18938265,"""Weird_Al""_Yankovic",27,107622,"Downey,_California",link
18938265,"""Weird_Al""_Yankovic",37,2320524,Black_or_White,link
18938265,"""Weird_Al""_Yankovic",10,19375754,Craigslist,link
18938265,"""Weird_Al""_Yankovic",242,16046327,DC_Universe_Animated_Original_Movies,link
18938265,"""Weird_Al""_Yankovic",37,11560543,Comedy_music,link
18938265,"""Weird_Al""_Yankovic",25,495591,Cola_Wars,other
18938265,"""Weird_Al""_Yankovic",13,149681,Beck,other
18938265,"""Weird_Al""_Yankovic",29,2102759,Another_One_Rides_the_Bus,link
18938265,"""Weird_Al""_Yankovic",40,1856564,Comedy_rock,link
18938265,"""Weird_Al""_Yankovic",39,2258507,Albuquerque_(song),link
18938265,"""Weird_Al""_Yankovic",10,539377,Animal_Man,link
18938265,"""Weird_Al""_Yankovic",10,8133962,Back_at_the_Barnyard,link
18938265,"""Weird_Al""_Yankovic",130,31561319,Alpocalypse,link
18938265,"""Weird_Al""_Yankovic",105,59610,Atlantic_Records,link
18938265,"""Weird_Al""_Yankovic",965,39384064,57th_Annual_Grammy_Awards,link
18938265,"""Weird_Al""_Yankovic",13,11700181,Close_but_No_Cigar,link
18938265,"""Weird_Al""_Yankovic",12,3456183,Christmas_at_Ground_Zero,link
18938265,"""Weird_Al""_Yankovic",24,39949337,Drunk_History,link
18938265,"""Weird_Al""_Yankovic",17,10294516,"""Weird_Al""_Yankovic_videography",link
18938265,"""Weird_Al""_Yankovic",21,5828575,Couch_Potato_(song),link
18938265,"""Weird_Al""_Yankovic",10,680375,Bill_Plympton,link
18938265,"""Weird_Al""_Yankovic",160,681837,"""Weird_Al""_Yankovic_in_3-D",link
18938265,"""Weird_Al""_Yankovic",13,33246249,"""Weird_Al""_Yankovic_Live!:_The_Alpocalypse_Tour",link
18938265,"""Weird_Al""_Yankovic",284,681846,"""Weird_Al""_Yankovic_(album)",link
18938265,"""Weird_Al""_Yankovic",25,31218217,Comedy_hip_hop,link
18938265,"""Weird_Al""_Yankovic",26,3913016,"""Weird_Al""_Yankovic's_Greatest_Hits",link
18938265,"""Weird_Al""_Yankovic",242,231982,Dr._Demento,link
18938265,"""Weird_Al""_Yankovic",21,51278,"Albuquerque,_New_Mexico",other
18938265,"""Weird_Al""_Yankovic",48,440017,Aisha_Tyler,link
18938265,"""Weird_Al""_Yankovic",26,168263,Coolio,link
18938265,"""Weird_Al""_Yankovic",26,1745307,Cledus_T._Judd,link
18938265,"""Weird_Al""_Yankovic",52,41156988,Doge_(meme),link
18938265,"""Weird_Al""_Yankovic",26,7260565,Canadian_Idiot,link
18938265,"""Weird_Al""_Yankovic",33,4082868,Dare_to_Be_Stupid_(song),link
18938265,"""Weird_Al""_Yankovic",11,286323,Crash_Test_Dummies,link
18938265,"""Weird_Al""_Yankovic",10,11871605,Cherry_Pie_(Warrant_song),other
18938265,"""Weird_Al""_Yankovic",20,239034,Dweezil_Zappa,link
18938265,"""Weird_Al""_Yankovic",18,726651,Donny_Osmond,link
18938265,"""Weird_Al""_Yankovic",13,33629854,DC_Nation_Shorts,link
18938265,"""Weird_Al""_Yankovic",13,5779338,Closing_Time_(Semisonic_song),link
18938265,"""Weird_Al""_Yankovic",11,43318058,Claudia_O'Doherty,link
18938265,"""Weird_Al""_Yankovic",56,10672,Frank_Zappa,link
18938265,"""Weird_Al""_Yankovic",82,1439800,Eye_of_the_Tiger,link
18938265,"""Weird_Al""_Yankovic",10,428865,Ironic_(song),link
18938265,"""Weird_Al""_Yankovic",11,23919750,Fireflies_(Owl_City_song),link
18938265,"""Weird_Al""_Yankovic",11,2125672,Ghetto_Supastar_(That_Is_What_You_Are),link
18938265,"""Weird_Al""_Yankovic",13,9181653,List_of_How_I_Met_Your_Mother_characters,link
18938265,"""Weird_Al""_Yankovic",17,197889,Felix_the_Cat,link
18938265,"""Weird_Al""_Yankovic",12,11901898,Here's_Johnny,link
18938265,"""Weird_Al""_Yankovic",12,10151970,Hip_to_Be_Square,other
18938265,"""Weird_Al""_Yankovic",19,343560,Jack_Black,link
18938265,"""Weird_Al""_Yankovic",15,2683218,List_of_Lilo_&_Stitch:_The_Series_episodes,link
18938265,"""Weird_Al""_Yankovic",35,11311126,It's_All_About_the_Pentiums,link
18938265,"""Weird_Al""_Yankovic",25,7297505,Kristen_Schaal,other
18938265,"""Weird_Al""_Yankovic",52,4072138,"Like_a_Surgeon_(""Weird_Al""_Yankovic_song)",link
18938265,"""Weird_Al""_Yankovic",24,7419707,John_Morrison_(wrestler),link
18938265,"""Weird_Al""_Yankovic",24,1178120,Headline_News_(song),link
18938265,"""Weird_Al""_Yankovic",37,41170737,Happy_(Pharrell_Williams_song),link
18938265,"""Weird_Al""_Yankovic",13,639642,I'll_Be_There_for_You_(The_Rembrandts_song),link
18938265,"""Weird_Al""_Yankovic",15,20593859,Jizz_in_My_Pants,link
18938265,"""Weird_Al""_Yankovic",94,1053554,Gangsta's_Paradise,link
18938265,"""Weird_Al""_Yankovic",182,12798266,"List_of_""Weird_Al""_Yankovic_polka_medleys",link
18938265,"""Weird_Al""_Yankovic",12,4012959,I_Can't_Dance,link
18938265,"""Weird_Al""_Yankovic",12,9903893,List_of_Italian-American_entertainers,link
18938265,"""Weird_Al""_Yankovic",33,43368354,Handy_(song),link
18938265,"""Weird_Al""_Yankovic",10,5888557,Footloose_(song),link
18938265,"""Weird_Al""_Yankovic",57,4429395,Eminem,link
18938265,"""Weird_Al""_Yankovic",144,43727,Frankie_Yankovic,link
18938265,"""Weird_Al""_Yankovic",101,681823,Even_Worse,link
18938265,"""Weird_Al""_Yankovic",11,2706860,Got_My_Mind_Set_on_You,link
18938265,"""Weird_Al""_Yankovic",12,3955585,Janie's_Got_a_Gun,link
18938265,"""Weird_Al""_Yankovic",11,27748226,Jeopardy!,link
18938265,"""Weird_Al""_Yankovic",11,238443,Liam_Lynch_(musician),link
18938265,"""Weird_Al""_Yankovic",16,40095940,List_of_2014_albums,link
18938265,"""Weird_Al""_Yankovic",10,8473867,List_of_30_Rock_characters,other
18938265,"""Weird_Al""_Yankovic",42,3815781,Keegan-Michael_Key,link
18938265,"""Weird_Al""_Yankovic",60,158879,George_Carlin,other
18938265,"""Weird_Al""_Yankovic",10,912417,Grammy_Award_for_Best_Concept_Music_Video,link
18938265,"""Weird_Al""_Yankovic",14,487070,Emo_Philips,other
18938265,"""Weird_Al""_Yankovic",27,738015,Johnny_Bravo,link
18938265,"""Weird_Al""_Yankovic",31,11224587,I_Lost_on_Jeopardy,link
18938265,"""Weird_Al""_Yankovic",10,3671687,Leibniz–Newton_calculus_controversy,link
18938265,"""Weird_Al""_Yankovic",13,10340709,List_of_RCA_Records_artists,link
18938265,"""Weird_Al""_Yankovic",17,21207345,Jerry_Springer,link
18938265,"""Weird_Al""_Yankovic",87,41629180,Game_Grumps,link
18938265,"""Weird_Al""_Yankovic",12,8376816,Electric_Avenue_(song),link
18938265,"""Weird_Al""_Yankovic",16,155452,Hey_Jude,link
18938265,"""Weird_Al""_Yankovic",31,43377300,Foil_(song),link
18938265,"""Weird_Al""_Yankovic",38,9030340,List_of_Cal_Poly_at_San_Luis_Obispo_alumni,link
18938265,"""Weird_Al""_Yankovic",84,3795017,Liberian_Girl,link
18938265,"""Weird_Al""_Yankovic",17,9410052,List_of_polka_artists,link
18938265,"""Weird_Al""_Yankovic",10,20706022,List_of_Volcano_Entertainment_artists,link
